131694648325777982_camera 0 LeftLane
131694648326708035_camera 0 LeftLane
131694648327588086_camera 0 LeftLane
131694648328488137_camera 0 LeftLane
131694648329378188_camera 0 LeftLane
131694648330288240_camera 0 LeftLane
131694648331188291_camera 0 LeftLane
131694648332238352_camera 0 LeftLane
131694648333118402_camera 0 LeftLane
131694648334008453_camera 0 LeftLane
131694648334898504_camera 0 LeftLane
131694648335788555_camera 0 LeftLane
131694648336708607_camera 0 LeftLane
131694648337608659_camera 0 LeftLane
131694648338458707_camera 0 LeftLane
131694648339328757_camera 0 LeftLane
131694648340198807_camera 0 LeftLane
131694648341528883_camera 0 LeftLane
131694648342578943_camera 0 LeftLane
131694648343438992_camera 0 LeftLane
131694648344409048_camera 0 LeftLane
131694648345269097_camera 0 LeftLane
131694648346139147_camera 0 LeftLane
131694648347019197_camera 0 LeftLane
131694648347899247_camera 0 LeftLane
131694648348769297_camera 0 LeftLane
131694648349639347_camera 0 LeftLane
131694648350519397_camera 0 LeftLane
131694648351399447_camera 0 LeftLane
131694648352269497_camera 0 LeftLane
131694648353139547_camera -6.708966 LeftLane
131694648354009597_camera -18.4901 LeftLane
131694648354899648_camera -6.491385 LeftLane
131694648355769697_camera 0 LeftLane
131694648356639747_camera 0 LeftLane
131694648357519798_camera 0 LeftLane
131694648358409848_camera 0 LeftLane
131694648359289899_camera 0 LeftLane
131694648360159949_camera -8.946305 LeftLane
131694648361049999_camera -16.28119 LeftLane
131694648362000054_camera -3.268166 LeftLane
131694648362880104_camera 0 LeftLane
131694648364540199_camera 0 LeftLane
131694648365430250_camera -12.11166 LeftLane
131694648366340302_camera -15.22338 LeftLane
131694648367230353_camera -3.0385 LeftLane
131694648368140405_camera 0 LeftLane
131694648369140462_camera 0 LeftLane
131694648370030513_camera -6.709022 LeftLane
131694648370940565_camera -18.70813 LeftLane
131694648371850617_camera -6.304675 LeftLane
131694648372760669_camera 0 LeftLane
131694648373670721_camera 0 LeftLane
131694648374640777_camera 0 LeftLane
131694648375580831_camera -8.136219 LeftLane
131694648376470881_camera 0 LeftLane
131694648377360932_camera 0 LeftLane
131694648378250983_camera 0 LeftLane
131694648379171036_camera -12.38472 LeftLane
131694648380061087_camera -24.3948 LeftLane
131694648380971139_camera -12.18482 LeftLane
131694648381871190_camera -0.1790655 LeftLane
131694648382761241_camera 0 LeftLane
131694648383661293_camera 0 LeftLane
131694648384571345_camera 0 LeftLane
131694648385461396_camera -4.473014 LeftLane
131694648386361447_camera -16.49706 LeftLane
131694648387251498_camera -19.61963 LeftLane
131694648388141549_camera -7.575248 LeftLane
131694648389061602_camera -2.236451 LeftLane
131694648389971654_camera -14.88486 LeftLane
131694648391211725_camera 0 LeftLane
131694648392101776_camera 0 LeftLane
131694648392991826_camera 0 LeftLane
131694648393881877_camera 0 LeftLane
131694648400682266_camera -36.05347 LeftLane
131694648401582318_camera -23.96353 LeftLane
131694648402472369_camera -11.88434 LeftLane
131694648403382421_camera -4.274175 LeftLane
131694648404282472_camera -16.58702 LeftLane
131694648405192524_camera -24.19979 LeftLane
131694648406112577_camera -11.64182 LeftLane
131694648407022629_camera 0 LeftLane
131694648407932681_camera 0 LeftLane
131694648408872735_camera 0 LeftLane
131694648409772786_camera 0 LeftLane
131694648410642836_camera 0 LeftLane
131694648411522886_camera -6.709743 LeftLane
131694648412412937_camera -13.9134 LeftLane
131694648413292988_camera -1.887191 LeftLane
131694648414183038_camera 0 LeftLane
131694648415053088_camera 0 LeftLane
131694648416063146_camera 0 LeftLane
131694648416943196_camera 0 LeftLane
131694648417843248_camera -12.13638 LeftLane
131694648418713298_camera -23.88443 LeftLane
131694648419623350_camera -11.82054 LeftLane
131694648420483399_camera 0 LeftLane
131694648421353449_camera 0 LeftLane
131694648422263501_camera -2.235953 LeftLane
131694648423133550_camera -14.24209 LeftLane
131694648424023601_camera -21.57521 LeftLane
131694648424903652_camera -9.600546 LeftLane
131694648425763701_camera 0 LeftLane
131694648426633751_camera 0 LeftLane
131694648427533802_camera -8.946582 LeftLane
131694648428413852_camera -16.33972 LeftLane
131694648429283902_camera -4.475508 LeftLane
131694648430583977_camera 0 LeftLane
131694648431504029_camera 0 LeftLane
131694648432374079_camera 0 LeftLane
131694648433254129_camera 0 LeftLane
131694648434124179_camera 0 LeftLane
131694648435024231_camera 0 LeftLane
131694648435904281_camera -4.473346 LeftLane
131694648436764330_camera -16.28607 LeftLane
131694648437644380_camera -19.08089 LeftLane
131694648438524431_camera -7.236132 LeftLane
131694648439394481_camera 0 LeftLane
131694648440294532_camera 0 LeftLane
131694648441174582_camera 0 LeftLane
131694648442054633_camera 0 LeftLane
131694648442924682_camera -8.946416 LeftLane
131694648443814733_camera -16.26712 LeftLane
131694648444684783_camera -4.275992 LeftLane
131694648445564833_camera 0 LeftLane
131694648446434883_camera 0 LeftLane
131694648447294932_camera 0 LeftLane
131694648448164982_camera 0 LeftLane
131694648449035032_camera 0 LeftLane
131694648449925083_camera -12.01556 LeftLane
131694648450805133_camera -19.32707 LeftLane
131694648451665182_camera -7.484747 LeftLane
131694648452535232_camera 0 LeftLane
131694648453405282_camera 0 LeftLane
131694648454295333_camera -11.98846 LeftLane
131694648455165383_camera -14.75679 LeftLane
131694648456035432_camera -3.010072 LeftLane
131694648456895482_camera 0 LeftLane
131694648457775532_camera 0 LeftLane
131694648458665583_camera -12.13871 LeftLane
131694648459545633_camera -14.9215 LeftLane
131694648460655697_camera 0 LeftLane
131694648461525746_camera 0 LeftLane
131694648462385796_camera 0 LeftLane
131694648463415854_camera -13.67625 LeftLane
131694648464305905_camera -12.31123 LeftLane
131694648465155954_camera -0.59727 LeftLane
131694648466046005_camera 0 LeftLane
131694648466916055_camera 0 LeftLane
131694648467776104_camera 0 LeftLane
131694648468646154_camera 0 LeftLane
131694648469526204_camera -8.946526 LeftLane
131694648470396254_camera -20.69407 LeftLane
131694648471266303_camera -32.41425 LeftLane
131694648472126353_camera -44.17598 LeftLane
131694648472986402_camera -45 LeftLane
131694648473856452_camera -40.52693 LeftLane
131694648474736502_camera -28.50422 LeftLane
131694648475606552_camera -16.89622 LeftLane
131694648476456600_camera -5.323965 LeftLane
131694648477306649_camera 0 LeftLane
131694648478166698_camera 0 LeftLane
131694648481546891_camera 0 LeftLane
131694648482406941_camera 0 LeftLane
131694648483266990_camera 0 LeftLane
131694648484117038_camera 0 LeftLane
131694648484977088_camera 0 LeftLane
131694648485847137_camera 0 LeftLane
131694648486727188_camera 0 LeftLane
131694648487587237_camera 0 LeftLane
131694648488487288_camera 0 LeftLane
131694648489347338_camera 0 LeftLane
131694648490217387_camera 0 LeftLane
131694648491077437_camera 0 LeftLane
131694648491957487_camera 0 LeftLane
131694648492837537_camera -11.83035 LeftLane
131694648493717588_camera -14.72359 LeftLane
131694648494587637_camera -2.986406 LeftLane
131694648495457687_camera 0 LeftLane
131694648496317736_camera 0 LeftLane
131694648497207787_camera 0 LeftLane
131694648498067836_camera 0 LeftLane
131694648498937886_camera 0 LeftLane
131694648499797935_camera 0 LeftLane
131694648500687986_camera -6.709687 LeftLane
131694648501548035_camera -18.58243 LeftLane
131694648502438086_camera -30.57727 LeftLane
131694648503298136_camera -33.3385 LeftLane
131694648504168185_camera -21.53381 LeftLane
131694648505028235_camera -9.99287 LeftLane
131694648505908285_camera 0 LeftLane
131694648506768334_camera 0 LeftLane
131694648507658385_camera 0 LeftLane
131694648508528435_camera 0 LeftLane
131694648509398485_camera 0 LeftLane
131694648510438544_camera 0 LeftLane
131694648511308594_camera 0 LeftLane
131694648512168643_camera 0 LeftLane
131694648513038693_camera 0 LeftLane
131694648513898742_camera 0 LeftLane
131694648514768792_camera 0 LeftLane
131694648515938859_camera -6.709743 LeftLane
131694648516808908_camera -18.24314 LeftLane
131694648517688959_camera -30.15025 LeftLane
